log_id,raw_log
341,"Feb 12 15:33:26 api-gw02 authd[2992]: {""level"":""info"",""entity_type"":""service_account"",""principal"":""svc-deploy@infra.example.internal"",""resource"":""/opt/app/config/settings.yaml"",""client"":""aws-cli/2.15.0"",""src_ip"":""172.26.245.130"",""msg"":""forbidden"",""status"":403}"
342,"2026-05-04T20:16:21Z | entity=user | email=kavya.iyer@corp.example.com | event=""Login successful"" | resource=https://portal.corp.example.com/dashboard?id=5990 | client=Safari/17.4.1 | ip=172.20.189.20 | lat=12.931593 | lng=77.622618 | outcome=200"
343,"2001:db8::2a32 - - [19/Jan/2026:02:28:26 -0500] ""GET /api/v2/invoices?status=open&page=12 HTTP/1.1"" 201 3254 ""https://admin.corp.example.com/users/2998/edit"" ""Go-http-client/1.1"" role=API Client msg=""Access granted"""
344,"Jun 30 04:19:16 k8s-api01 authd[2157]: {""entity_type"":""user"",""user"":""ofernandes@mail.example.org"",""resource"":""/leave/apply"",""client"":""Firefox/124.0.2"",""src_ip"":""192.0.2.194"",""geo"":{""lat"":19.0663,""lng"":72.8425},""action"":""authentication succeeded"",""http_status"":302}"
345,"[10/Mar/2026:22:24:03 +0300] User noah.zhang@hq.example.net logged in to https://portal.corp.example.com/documents/policies via Firefox/124.0.2 from 2001:0db8:74f9:5e01:b12b:e7ee:0d56:9258 (-1.2882, 36.7787) [SUCCESS]"
346,"1778069249717 | entity=USER | action=""Authenticated successfully"" | resource=/profile/settings | tool=Chrome/124.0.6367.91 | ip=::ffff:192.0.2.248 | lat=18.4878 | lon=73.8656 | status=OK"
347,"2001:0db8:2a7f:dfc5:fcf7:0b21:7e77:9c38 - - [14/Mar/2026:01:47:02 +0000] ""GET https://vault.corp.example.com/secrets/dev HTTP/1.1"" 201 44255 ""https://portal.corp.example.com/login"" ""Ansible 2.16.4"" role=Service Account user=<svc-deploy@infra.example.internal> msg=""Authorized"""
348,"2026-03-31T05:32:25.465Z | entity=SERVICE_ACCOUNT | email=ci-runner-13@build.example.internal | action=Request allowed | resource=db://prod/payments | tool=terraform/1.7.2 | ip=10.176.29.56 | geo=-33.8953,151.2181 | result=SUCCESS"
349,"2026-02-02T16:20:39-03:00 | entity_type=CUSTOMER | user=chen.garcia@mail.example.co.uk | action=Request blocked by policy | url=/checkout | tool=Firefox/125.0 | src_ip=192.168.186.119 | lat=-22.9328 | lon=-43.2152 | status=BLOCKED"
350,"203.0.113.22:32730 - integration.cobalt@partners.example.net [2026-04-24 13:08:41.098] ""POST https://api.example.com/api/v1/users/44650/roles HTTP/1.1"" 401 35727 ""-"" ""Go-http-client/1.1"" entity=API Client lat=19.0346 lon=72.8430 msg=""Login failed"""
351,"Apr 23 04:31:46 auth-gw02 authd[4715]: {""level"":""warn"",""entity"":""user"",""email"":""nadia.h.khan@eu.corp.example.com"",""resource"":""https://portal.corp.example.com/leave/apply#summary"",""user_agent"":""Firefox/124.0.2"",""remote_addr"":""172.22.144.166"",""msg"":""blocked by policy"",""result"":""DENIED""}"
352,"198.51.100.60:21460 - - [2026-06-12 20:58:55.796] ""GET /payslips HTTP/1.1"" 200 23329 ""https://admin.corp.example.com/users/9804/edit"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" type=USER user=<elena.t.murphy@example.com> msg=""Request allowed"""
353,"20-05-2026 21:22:21;API_CLIENT;;curl/8.4.0;https://api.example.com/api/v2/invoices?status=open&page=19;;;203.0.113.137;Declined by policy;BLOCKED"
354,"16-05-2026 14:53:15;USER;GRACE2487@CORP.EXAMPLE.COM;MobileSafari/17.4.1;/timesheets?id=1525;35.6974 N;139.6381 E;10.217.70.139;Login successful;success"
355,"2026-03-22T14:34:15.600Z | entity=user | email=sofia.khan+ops@mail.example.org | event=access granted | resource=/home | tool=Edge/124.0.2478.67 | src_ip=198.51.100.53 | latitude=-23.542241 | longitude=-46.637744 | result=ALLOWED"
356,"06/23/2026 09:31:25 PM - Admin KWAME.WILSON@CORP.EXAMPLE.COM was refused access to https://admin.corp.example.com/admin/audit via Safari/17.4.1 from 203.0.113.153 at lat -22.9484 lon -43.1316 - status: FAILED"
357,"172.20.135.102 - - [2026-04-14 22:46:01.130] ""-"" 401 - ""https://portal.corp.example.com/login"" ""OpenSSH_9.6p1"" entity=SERVICE_ACCOUNT user=<ci-runner-13@build.example.internal> lat=18.5169 lon=73.8642 msg=""Login failed"""
358,"1778798398 | entity=GUEST | email=guest_3199@example.com | action=""Login successful"" | resource=https://portal.corp.example.com/leave/apply | tool=MobileSafari/17.4.1 | src_ip=198.51.100.52 | lat=40.6979 | lng=-73.9842"
359,"Feb 12 11:55:45 auth-gw02 guard[5234]: {""entity_type"":""user"",""principal"":""lucas-menon@corp.example.com"",""target"":""/leave/apply"",""tool"":""Safari/17.4.1"",""remote_addr"":""192.0.2.9"",""geo"":{""lat"":1.362978,""lng"":103.807822},""action"":""login failed"",""http_status"":401}"
360,"[04/Apr/2026:12:58:58 +0530] User <mateo.brown@corp.example.com> had an expired session token for https://portal.corp.example.com/profile/settings via Chrome/124.0.6367.91 from 198.51.100.81 (12.953760, 77.556519) - 401 Unauthorized"
361,"2026-03-08T14:11:29Z [FAIL] <rahul.smith93@corp.example.com> connecting from 192.0.2.236 with Chrome/123.0.6312.122 located [N35.6339 E139.6769] failed to log in to /dashboard."
362,"192.0.2.62 - - [2026-06-13 11:16:40.198] ""GET https://portal.corp.example.com/payslips HTTP/1.1"" 302 12281 ""-"" ""-"" entity=USER user=<grace.patel@eu.corp.example.com> lat=18.5166 lon=73.8896 msg=""Session started"""
363,"Apr 29 02:04:58 auth-gw01 audit[321]: {""entity"":""user"",""principal"":""nadia.sharma@example.co.uk"",""resource"":""https://portal.corp.example.com/documents/policies?id=2330#timeline"",""tool"":""MobileSafari/17.4.1"",""remote_addr"":""198.51.100.162"",""location"":""51.51307,-0.13183"",""action"":""access granted"",""outcome"":""SUCCESS""}"
364,"2026-03-05T06:43:46.730Z | lon=-73.9723 | client_ip=192.168.112.75 | lat=40.7510 | outcome=success | tool=OpenSSH_9.6p1 | resource=\\fileserver01\it$\scripts\rotate_keys.ps1 | type=SERVICE_ACCOUNT | action=""Access granted"""
365,"2026-02-21T01:06:04+08:00|outcome=401|lat=1.32|action=""Authentication failed""|agent=Chrome/124.0.6367.91|user=visitor.9420@guest.example.org|entity_type=GUEST|lng=103.81|client_ip=2001:db8:680b:d015::af9b|resource=https://portal.corp.example.com/projects/alpha"
366,"2026-02-12T18:28:44Z|entity=-|email=AMARA.SHARMA@CORP.EXAMPLE.COM|event=""ACCESS GRANTED""|resource=/payslips|tool=Firefox/124.0.2|ip=192.0.2.54|status=200"
367,"20260514T070243;USER;aisha.mensah@example.co.uk;Chrome/124.0.6367.91;/reports/q2?id=1939;1.3910;103.8003;2001:0db8:2890:e80a:e102:4636:c24d:6b70;Login successful;SUCCESS"
368,"Jan 12 09:06:54 fw01 audit[5841]: {""entity_type"":""user"",""target"":""https:///profile/settings"",""src_ip"":""203.0.113.212"",""location"":""18.493,73.835"",""event"":""forbidden"",""result"":""REJECTED""}"
369,"[26/Jan/2026:23:10:32 +0300] Guest <visitor.3699@guest.example.org> was granted access to an unspecified resource via Chrome/124.0.6367.91 from 192.0.2.48 [S1.2579 E36.7839] [OK]"
370,"2026-02-01 16:13:31 | entity=GUEST | principal=guest_7454@example.com | action=Unauthorized attempt | resource=https://portal.corp.example.com/reports/weekly?id=1044#section-3 | tool=Edge/124.0.2478.67 | ip=172.16.241.132 | lat=12.9471 | lon=77.5511 | status=403"
371,"2026-05-11T17:44:20+05:30 | entity=USER | principal=sofia-sato@corp.example.com | event=""Authentication failed"" | path=https://portal.corp.example.com/wiki/Onboarding | tool=Chrome/124.0.6367.91 | ip=2001:db8:8b09:2292::1e5 | lon=72.8730 | outcome=FAILED"
372,"6/26/2026 11:49 PM;API_CLIENT;API-CLIENT-5151@PARTNERS.EXAMPLE.NET;curl/8.4.0;/api/v2/orders/83688?expand=items;40.669520;-74.011411;198.51.100.200;Request blocked;REJECTED"
373,"Jan 17 20:41:32 vpn01 haproxy[7756]: {""entity_type"": ""api_client"", ""email"": ""api-client-3301@partners.example.net"", ""resource"": ""/api/v1/users/56784/roles"", ""tool"": ""python-requests/2.31.0"", ""ip"": ""203.0.113.40"", ""location"": ""12.9507,77.5472"", ""event"": ""allowed"", ""result"": ""ALLOWED""}"
374,"Apr 30 02:39:51 sso02 guard[1045]: {""entity"":""user"",""email"":""sipho8045@corp.example.com"",""resource"":""/calendar?id=7738"",""user_agent"":null,""remote_addr"":""172.20.163.134"",""latitude"":18.525104,""longitude"":73.822002,""msg"":""permission denied"",""status"":""DENIED""}"
375,"172.29.144.92 - - [2026-01-26T13:58:00+03:00] ""GET https://vault.corp.example.com/secrets/staging HTTP/1.1"" 200 37742 ""-"" ""Boto3/1.34.69"" entity=Service Account user=<svc-backup@infra.example.internal> geo=-1.2447838,36.8165999 msg=""Request allowed"""
376,"<86>1 2026-01-21T05:25:53.433Z api-gw01 openvpn 578 AUTH - {""entity"":""admin"",""email"":""sneha.rossi@corp.example.com"",""resource"":""/admin/users?page=2"",""src_ip"":""172.22.185.89"",""geometry"":{""type"":""Point"",""coordinates"":[103.77182,1.34980]},""event"":""request permitted"",""http_status"":200}"
377,"2026-04-09T10:05:21Z | entity=service_account | email=svc-etl@infra.example.internal | action=""Access granted"" | resource=/opt/app/config/settings.yaml | src_ip=172.17.214.141 | lat=18°30'52.6""N | lon=73°53'13.6""E | result=204"
378,"Mar  3 16:58:26 vpn01 guard[394]: {""principal_type"":""user"",""email"":""emma.iyer+test@corp.example.com"",""target"":null,""user_agent"":""Firefox/125.0"",""ip"":""2001:0db8:6713:97f1:5821:a409:e09d:8b51"",""geo"":{""lat"":12.993,""lng"":77.549},""msg"":""request permitted"",""result"":""ALLOWED""}"
379,"198.51.100.192 - - [26/Jan/2026:01:11:03 +0300] ""GET https://admin.corp.example.com/admin/roles/37990 HTTP/1.1"" - - ""-"" ""-"" role=ADMIN user=<wei.tanaka@hq.example.net> msg=""Session started"""
380,"Apr 18 04:31:21 sso02 gatekeeper[4289]: {""entity_type"":""admin"",""user"":""ingrid.zhang@corp.example.com"",""resource"":""/iam/roles"",""src_ip"":""198.51.100.51"",""latitude"":40.6984,""longitude"":-73.9931,""msg"":""allowed"",""status"":200}"
381,"198.51.100.150 - - [2026-05-06 00:54:16.419] ""POST /documents/policies HTTP/2.0"" 403 49457 ""-"" ""-"" type=User user=<FATIMA.OKAFOR@CORP.EXAMPLE.COM> loc=POINT(-46.6351 -23.5455) msg=""Blocked by WAF policy"""
382,"2026-06-24T04:26:17.100Z | entity=User | email=<isabela.brown@corp.example.com> | action=Login successful | path=https://portal.corp.example.com/dashboard | tool=Edge/124.0.2478.67 | ip=203.0.113.200 | lat=1.31040 | lng=103.81656 | status=SUCCESS"
383,"192.0.2.239 - - [2026-05-11 21:49:01.983] ""DELETE /api/v1/users/35288/roles HTTP/1.1"" 403 34334 ""https://portal.corp.example.com/login"" ""curl/8.4.0"" type=contractor user=<api-client-6373@partners.example.net> loc=POINT(73.891318 18.488998) msg=""Blocked by WAF policy"""
384,"1776400015 | entity=USER | user=rohan.li52@mail.example.org | action=""Request allowed"" | resource=/reports/weekly?id=9702 | tool=MobileSafari/17.4.1 | ip=2001:db8:fc4d:8d35::5618 | lat=19.0378 | lng=72.8601 | status=ALLOWED"
385,"1768320561 | src_ip=198.51.100.62 | tool=insomnia/8.6.1 | event=Authenticated successfully | result=302 | email=integration.orbit@partners.example.net | url=/api/v2/search?q=annual%20report%202025 | entity=API_CLIENT"
386,"Jun 20 19:50:28 k8s-api01 authd[3480]: {""entity_type"":""service-account"",""principal"":""ci-runner-16@build.example.internal"",""resource"":""/etc/ssh/sshd_config"",""tool"":""Ansible 2.16.4"",""src_ip"":""192.168.30.49"",""location"":""19.070,72.858"",""event"":""permitted"",""status"":200}"
387,"<134>1 2026-03-18T20:13:00.266Z api-gw02 gatekeeper 6032 ACCESS - {""entity_type"":""user"",""user"":""wei_zhang@eu.corp.example.com"",""resource"":""/documents/policies"",""tool"":""Chrome/123.0.6312.122"",""ip"":""192.0.2.122"",""location"":""-33.84911,151.24575"",""msg"":""allowed"",""status"":""SUCCESS""}"
388,"19-01-2026 15:23;BOT;SYNTHETIC-PROBE@INFRA.EXAMPLE.INTERNAL;Prometheus/2.51.1;http://10.20.0.209:8080/actuator/health;-23.5026;-46.6098;192.168.129.115;Access declined;DENIED"
389,"2026-03-02T17:05:38Z | entity_type=Service Account | email=svc-reporting@infra.example.internal | action=""Request allowed"" | resource=\\fileserver01\it$\scripts\rotate_keys.ps1 | tool= | ip=2001:0db8:a0f5:b1b6:bcdd:1009:1ec3:f8aa | lat=18.56 | lon=73.89 | status=PASS"
390,"2026-06-23T19:00:10Z | entity=USER | email=gfernandes@example.co.uk | event=""Permission granted"" | resource=/home | tool=Firefox/125.0 | ip=172.16.244.155 | outcome=200"
391,"[03/Jun/2026:07:23:51 -0300] User rahul-rao@mail.example.org attempted unauthorized access to /timesheets via Chrome/124.0.6367.91 from 192.168.79.178 (loc: -23.5508, -46.5884) - 403 Forbidden"
392,"2026-02-06T02:52:18Z svc-monitoring@infra.example.internal was denied access to s3://tf-state/prod/network.tfstate via Boto3/1.34.69 from 192.168.188.178:2990 at lat -33.885 lon 151.184 [BLOCKED]"
393,"1774734934 | entity=API_CLIENT | email=integration.redwood@partners.example.net | action=""Login successful"" | resource=/api/v2/search?q=annual%20report%202025 | tool=Go-http-client/1.1 | src_ip=192.0.2.12 | lat=12.955532 | lon=77.596399 | status=200"
394,"1769776001 | entity=customer | email=mailto:sneha.garcia@shop.example.org | action=Logout | url= | tool=Firefox/124.0.2 | ip=2001:db8:71eb:c08c::76d4 | lat=35.65 | lon=139.66 | status=200"
395,"2026-01-19T15:58:36.322+09:00 | entity=USER | principal=mailto:anita_santos@eu.corp.example.com | action=Authentication failed | resource=https://portal.corp.example.com/reports/q2 | client=Chrome/124.0.6367.91 | ip=2001:db8:c2a8:10d9::3b61 | lat=35.69278 | lon=139.64755 | status=FAILED"
396,"2026/06/23 14:15:22;ADMIN;GRACE.PATEL+AUDIT@CORP.EXAMPLE.COM;Edge/124.0.2478.67;\\fileserver01\hr$\contracts\2026\;12.9652 N;77.6151 E;172.20.11.124;Declined by policy;BLOCKED"
397,"03/24/2026 03:26:21 PM - Customer aisha.joshi+2026@shop.example.org was denied access to https://shop.example.org/account from 198.51.100.195 using Chrome/123.0.6312.122, location at lat 35.68 lon 139.62, result 403 Forbidden"
398,"[29/Apr/2026:20:37:15 +0300] [FAILED] Bot <bot-monitor@infra.example.internal> connecting from 2001:db8:d810:a491::5f06 with Go-http-client/1.1 located (loc: -1.257186, 36.780025) failed to authenticate to http://10.20.0.77:8080/actuator/health."
399,"2026-02-20T21:28:05Z | type=customer | email=<INGRID.FERNANDES@MAIL.EXAMPLE.CO.UK> | action=""Access denied"" | url=https://shop.example.org/wishlist | tool=Chrome/123.0.6312.122 | ip=172.27.14.8 | lat=51.5522548 | lng=-0.1552351 | status=FAILED"
400,"10.242.224.120:51574 - - [14/Mar/2026:14:41:07 +0000] ""PUT /members/downloads HTTP/1.1"" 200 3394 ""https://sso.example.com/login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" type=Guest user=<visitor.3992@guest.example.org> geo=51.490307,-0.124702 msg=""Session started"""
401,"May 21 07:56:31 api-gw02 openvpn[5250]: {""entity"": ""service-account"", ""user"": ""svc-backup@infra.example.internal"", ""resource"": ""db://prod/customers"", ""user_agent"": ""terraform/1.7.2"", ""src_ip"": ""192.168.165.15"", ""latitude"": -1.2578, ""longitude"": 36.8691, ""msg"": ""authentication succeeded"", ""status"": 302}"
402,"203.0.113.152:48512 - vikram.k.wilson@customers.example.net [2026-03-10 01:09:27.810] ""-"" 200 31011 ""-"" ""-"" type=Customer loc=POINT(36.8197 -1.2844) msg=""Login successful"""
403,"198.51.100.98:60893 - - [2026-03-20T17:22:51+09:00] ""DELETE https://shop.example.org/cart HTTP/1.1"" 202 46388 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" entity=Customer user=<grace.nair@customers.example.net> loc=POINT(139.6969 35.7135) msg=""Password reset requested"""
404,"[2001:db8:9a18:7db8::86fa]:37073 - - [2026-05-07 21:11:47.429] ""GET /iam/roles HTTP/1.1"" 200 9701 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" type=ADMIN user=<amara.wilson@corp.example.com> lat=18.5673 lon=73.8276 msg=""Session started"""
405,"04/23/2026 03:43:33 PM - Customer <nadia.khan@example.com> hit a server error on /wishlist from 10.190.162.196 using MobileSafari/17.4.1, location at lon -0.1334"
406,"Mar 16 01:46:29 fw01 openvpn[695]: {""principal_type"":""user"",""principal"":""emma-andersen@example.co.uk"",""target"":""/payslips"",""user_agent"":""Chrome/123.0.6312.122"",""remote_addr"":""192.0.2.63"",""geo"":{""lat"":-1.27649,""lng"":36.80901},""msg"":""request permitted"",""status"":201}"
407,"2026-04-27T01:25:56.579Z | entity=API_CLIENT | user=<api-client-4489@partners.example.net> | action=""Authenticated successfully"" | resource=https://api.example.com/api/v1/users/67874/roles | tool=PostmanRuntime/7.37.0 | ip=2001:db8:ae6:4ead::f649 | lat=12.9956 | lon=77.6396 | result=302"
408,"Jun 16 20:44:59 fw01 audit[5557]: {""principal_type"": ""guest"", ""user"": ""guest_9883@example.com"", ""res"": ""/catalog/items/17190"", ""tool"": ""Chrome/124.0.6367.91"", ""remote_addr"": ""2001:db8::b83a"", ""latitude"": -22.8675, ""longitude"": -43.1578, ""msg"": ""login successful"", ""status"": 302}"
409,"2001:db8:3a0a:4249::23b0 - ddesai@example.co.uk [01/Jan/2026:10:46:59 +0530] ""GET https://portal.corp.example.com/dashboard HTTP/1.1"" 403 32109 ""https://portal.corp.example.com/login"" ""-"" type=User loc=POINT(77.6307889 12.9412414) msg=""Blocked by WAF policy"""
410,"::ffff:192.0.2.145 - - [14/Mar/2026:16:39:02 +0530] ""GET https://vault.corp.example.com/secrets/prod HTTP/1.1"" 202 45554 ""-"" ""OpenSSH_9.6p1"" type=SERVICE_ACCOUNT user=<svc-monitoring@infra.example.internal> geo=19.1232,72.8311 msg=""Password reset requested"""
411,"[20/Jun/2026:17:49:47 +0800] Customer <meera.mensah@shop.example.org> was blocked from accessing https://shop.example.org/wishlist via Safari/17.4.1 from 192.0.2.9 [N1.33121 E103.80235] - status: BLOCKED"
412,"<38>1 2026-03-02T01:47:33.357Z api-gw01 gatekeeper 1510 AUTH - {""entity"":""user"",""email"":""SNEHA.ZHANG@HQ.EXAMPLE.NET"",""resource"":""/payslips?id=4991"",""client"":""MobileSafari/17.4.1"",""src_ip"":""172.30.80.87"",""event"":""mfa challenge issued"",""result"":""PENDING""}"
413,"05/13/2026 09:38:55 AM - [success] API Client <api-client-0719@partners.example.net> connecting from 2001:db8:76fd:34c2::f474 with okhttp/4.12.0 located (loc: 19.111316, 72.903995) was allowed to access https://api.example.com/api/v2/invoices?status=open&page=2."
414,"<38>1 2026-06-28T22:05:16.904Z lb01 authd 9754 AUDIT - {""entity"": ""user"", ""email"": ""kavya.desai@corp.example.com"", ""target"": ""/projects/alpha"", ""user_agent"": ""Chrome/123.0.6312.122"", ""src_ip"": ""198.51.100.253"", ""geo"": {""lat"": -1.2713, ""lng"": 36.8627}, ""msg"": ""allowed"", ""status"": ""SUCCESS""}"
415,"2026-02-06T17:51:06Z | entity=CUSTOMER | email=elena-andersen@shop.example.org | action=""Request allowed"" | resource=https://shop.example.org/returns/55667 | agent=Edge/124.0.2478.67 | ip=2001:db8:d8b:1d0d::b25 | lat=-1.3319 | lon=36.7795 | status=ALLOWED"
416,"24-05-2026 04:34:42;SERVICE_ACCOUNT;;kubectl/v1.29.3;https://artifacts.example.internal/releases/8.13.1.9/app-8.13.1.9.zip;12.97712 N;77.57949 E;10.234.193.234;Access granted;success"
417,"Jun 24 09:41:55 api-gw01 gatekeeper[8624]: {""level"": ""info"", ""entity_type"": ""user"", ""email"": ""grace-santos@corp.example.com"", ""res"": ""/reports/q2"", ""tool"": ""Safari/17.4.1"", ""src_ip"": ""203.0.113.39"", ""geometry"": {""type"": ""Point"", ""coordinates"": [73.820794, 18.496710]}, ""msg"": ""authentication succeeded"", ""status"": 302}"
